deskripsi,komentar,menatap,memegang
Saya tersentuh dan dirasakan oleh seorang pria,1,0,1
"sekelompok pria bersiul, melirik, berkomentar dan mengambil foto saya tanpa konsentrasi",1,1,0
Ibu tiri teman saya tidak terlalu peduli padanya dan saudara laki-lakinya biasa menyerangnya. Ibu mereka mengetahui hal ini tetapi masih tidak mengatakan apa-apa kecuali suatu hari teman saya membela dirinya sendiri dan berteriak padanya di depan masyarakat dan sekarang dia menjalani hukuman penjara 6 bulan.,0,0,1
"seorang pria terus menatapku di terminal bus, aku mengambil mobil dan pergi dari sana",0,1,0
"Sekelompok anak laki-laki datang ke rumah di daerah gairidhara dan merampok rumah tersebut. mereka menunjukkan pisau dan menjarah semua perhiasan, uang, dll.",0,0,0
dirawat dengan buruk,1,1,0
seorang anak laki-laki mencoba untuk menyentuh seorang gadis dan dia tidak dapat melakukan apapun,1,1,0
Sekelompok anak laki-laki melemparkan bunga pada saya dan berkomentar tidak senonoh saat saya berjalan di depan mereka.,0,0,0
"Saat berjalan di malam hari, orang-orang dari mobil atau kelompok mulai berteriak, bersiul.",1,0,0
Dua orang datang dengan sepeda dari sisi belakang seorang wanita yang mengenakan dua rantai emas yang direnggut oleh anak laki-laki yang duduk di belakang sepeda dan lari secepat mungkin.,0,0,0
"Rektor perguruan tinggi saya, seorang pria berusia 50 tahun mengambil alih kekuasaannya atas saya dan teman saya.",0,0,1
"Saat jalan pagi, seorang pria menggoda dan mulai memanggil nama dan berkomentar. Itu terjadi pada tanggal 23 Agustus.",1,0,0
Di tempat kerja diabaikan pada saat itu dan kemudian dibawa ke pengetahuan otoritas terkait,0,0,1
"Di Pasar Malviya Nagar, beberapa anak laki-laki sedang menggoda teman saya.",0,0,0
foto-fotoku juga diambil. saya mengadu ke polisi.,1,0,0
Saya sedang berada di kendaraan roda dua ketika dua anak laki-laki menyambar rantai saya dan saya jatuh dari rasa takut saya.,0,0,0
sekelompok pria berdiri di sekitar warung teh di jalan utama blok dan terus menatap dan mengomentari pakaian wanita. mereka juga terkadang memotret.,1,0,0
"Di depan gedung saya ketika saya pulang, seorang pengemudi becak membunyikan klakson dan membuat ekspresi wajah yang kotor.",0,1,0
ayah saya mengirim saya ke toko dan penjaga toko menyuruh saya masuk dan membantunya membawa sebungkus susu ke ruang duduknya. Dia kemudian mencoba memperkosa saya tetapi putranya mengetuk pintu dan itu menyelamatkan saya,0,0,0
"Dua orang dengan tergesa-gesa lewat di depan saat kami menyeberangi jalan, mereka bersiul dan berkata """,0,0,0
"Menyentuh, ajakan seksual menjerit dan mendorongnya.",0,0,1
"itu selama liburan saya, saya bermain dengan teman-teman saya kemudian seorang anak laki-laki datang dan memberi tahu saya bahwa saya dipanggil oleh pria tertentu, saya pergi ketika saya sampai di kamar saya menemukan pria itu nacked dia menutup pintu dan memaksanya Sesuatu pada saya, saya mulai menangis dan membuat banyak suara dia takut dan membukakan pintu untuk saya lalu saya lari.",0,0,0
Saya seorang pria dan saya telah melihat banyak gadis menghadapi masalah seperti itu dan itu tidak baik,0,0,0
"merampas rantai, menyentuh / meraba-raba",0,0,1
"Ketika kami masih kuliah, anak laki-laki dari fakultas berikutnya biasa mengikuti teman saya dengan tidak perlu dan memberikan komentar yang tidak masuk akal dan membuatnya terganggu mental sehingga dia berbagi kejadian ini dengan saya dan kami mengadukan hal ini kepada ibu koordinator kami. setelah itu kami tidak melihat orang itu",1,1,0
Seorang pria meraba-raba saya di depan umum,1,0,1
"Merutuk, menyentuh, dan meraba-raba",0,1,1
"di rajiv chowk, pada malam hari, saya menghadapi komentar di pinggir jalan.",1,0,0
saya dan teman-teman saya sedang berjalan dari sekolah ke rumah beberapa orang mengomentari kami dengan kata-kata yang buruk ketika kami bereaksi mereka mulai bertengkar dengan kami,1,0,0
Saya menyaksikan seorang pria menatap gadis. Dia bahkan mengikutinya.,0,1,0
..,0,1,0
Teman Keluarga mencoba menganiaya putrinya,0,0,1
"Kejadian ini terjadi di subway Dhaula Kuan pada malam hari sekitar jam 7 malam, saya sedang menyeberang subway dan ditahan dari belakang oleh sekelompok pemabuk, mereka mencoba melakukan penyerangan seksual terhadap saya dan saya melarikan diri dengan bantuan seorang teman dan memberontak secara fisik.",0,0,1
"Saya diikuti dan disiul, karena itu saya harus mengubah rute harian saya",0,0,0
Seorang pria paruh baya mencoba menyerang saya secara seksual dengan pisau mengarah ke saya.,0,0,1
Itu terjadi sekitar jam 8'o,0,0,1
"Saya sedang berjalan di jalan dan kemudian beberapa pria mulai mengatakan `` mari kita bicara, mari kita bicara '' dan ini membuat saya tidak nyaman",1,0,0
"Saya pergi mengunjungi seorang teman laki-laki, kami berdiskusi. Setelah kembali dia menangkap saya dan memaksakan diri pada saya.",0,0,0
Saya melihat dua anak laki-laki dengan sepeda datang dari arah berlawanan mengambil rantai emas seorang wanita paruh baya yang menangis keras untuk mendapatkannya kembali tetapi mereka menghilang dalam beberapa detik dari tempat itu.,0,0,0
"Pada malam hari, saya menjalani catcall, berkomentar, dan menatap.",1,1,0
hampir setiap hari saya menghadapinya.,1,0,0
Gadis berusia 4 tahun menemukan ampli yang hilang kemudian dibunuh.,0,0,0
"Saya dihentikan oleh beberapa orang yang mengaku bekerja dengan perusahaan satr time untuk menjual dekoder digital. Mereka mengatakan mereka sedang melakukan promosi penjualan dan siap memberi saya kartu gosok dan mengambilnya atas nama saya, lalu mereka mengatakan saya telah memenangkan 3 ponsel dan lap top dan bagi saya untuk mendapatkannya saya harus memberi mereka 5000 /. saya mengatakan kepada mereka bahwa saya tidak punya uang. mereka bersikeras bahwa saya harus menelepon seseorang untuk mengirim kepada saya di akun telepon saya dan saya menolak. mereka berpaling dan mulai mengomentari betapa buruknya saya berpakaian menyentuh pantat saya dan mengatakan dia bisa mengganti lemari pakaian saya.",1,1,1
"Saya berada di bake bihari temple, itu sangat ramai. saya disentuh secara tidak tepat lebih dari sekali.",0,0,1
GANGGUAN,1,0,0
"pelecehan seksual di rumah saat bekerja sebagai pembantu rumah untuk mencari nafkah Pelecehan terjadi di malam hari, saya diberi obat dan diperkosa oleh tuannya.",0,0,0
Suatu hari saya pergi ke sekolah dengan angkutan umum. Tidak ada tempat untuk berdiri dan setelah beberapa saat saya menemukan bahwa seorang pria memegangi saya dari belakang. Saya tidak tahu harus berbuat apa. Aku mencubitnya dengan buruk dan memberinya tatapan yang sangat buruk.,1,0,1
"Catcall, berkomentar, menyentuh, dan lainnya di area tersebut.",1,0,1
saat aku berjalan di jalan. polisi menatap gadis itu dan bergosip tentang omong kosong tentang gadis itu.,1,0,0
"Itu pada malam hari ketika saya bepergian dalam kelompok. Hanya sedikit orang yang terus menatap, berkomentar, dan mengintai.",1,1,0
Menyentuh bagian tubuhku,0,0,1
berkomentar dan melirik,1,1,0
Saya berada di jembatan utama stasiun Dadar dan terlalu ramai. Seorang pria menyentuh saya secara tidak tepat dan saya hanya berteriak padanya. Ada beberapa polisi di anjungan jadi mereka mencoba untuk membantu saya tetapi orang-orang di sekitar tidak kooperatif sehingga mereka tidak dapat menemukannya.,1,1,1
seorang pria mengikuti teman saya dan mencoba memegang tangannya,0,0,1
"Saya diikuti oleh seorang pria, saya tidak bisa melihatnya dengan baik",0,0,0
ITU TERJADI Sore Hari BOUNDING BUS MENUJU TERMINAL UTTAM NAGAR,0,0,1
Pada jam-jam sore saya tersentuh dan wajah dibuat-buat.,0,1,1
"sekelompok pria tidak hanya memberikan komentar cabul kepada wanita yang lewat, tetapi juga bersiul dan tertawa dan terkadang bahkan menyentuh penumpang wanita.",1,0,0
"dua anak laki-laki mencoba mengklik foto saya di halte bus, ketika saya bertanya apa yang mereka lakukan, mereka mulai melecehkan saya",1,0,0
merasa mual karena bau rokok yang berlebihan,0,0,0
"di luar stasiun metro dia mencoba menekan payudaraku, tapi tidak bisa, aku mencoba memanggilnya kembali, tidak ada orang di sana yang benar-benar terisolasi",0,0,0
Seorang penelepon terus menerus menelepon dan mengirimi saya pesan melalui pesan. Saya menginformasikan hal ini kepada ayah saya dan mengajukan FIR terhadap nomor ponsel itu dan sejak hari itu dan seterusnya saya tidak menerima panggilan atau teks apa pun dari orang yang sama.,0,0,0
"dua gadis berdiri di halte bus, sekelompok anak laki-laki datang dengan sepeda mereka dan mulai menggoda dan bersiul, mereka mentolerir selama beberapa menit dan bus mereka tiba dan pergi jika tidak, insiden akan menjadi serius ..",0,0,0
Itu adalah situasi yang sangat memalukan.,0,1,1
Teman saya sedang mengantri untuk membayar tagihan dan dilirik oleh sekelompok anak laki-laki.,0,1,0
"ini terjadi pada saya di bus goapune semalam. Saya bepergian sendirian dan sekitar jam 2 pagi, saya perhatikan bahwa pria yang duduk di sebelah saya berpura-pura tidur dan terus-menerus jatuh di bahu saya, sentuhannya tidak pantas.",0,0,1
Survei ini dilakukan oleh safecity (Red Dot Foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,0,1,0
Mengomentari seorang gadis yang lewat di Rohini dan menatap saat dia naik metro. Kejadian ini terjadi pada malam hari.,1,1,0
"Menyentuh, meraba-raba",0,0,1
Saya sedang mengikuti kelas saya ketika 2 orang meneriakkan sesuatu yang kasar pada saya dan mengomentari sesuatu tentang saya.,1,0,0
"Sudah sering mengalami pria memanfaatkan tempat keramaian, mereka menyisir tubuh wanita, menyentuh wanita dengan cara yang tidak pantas dan semua ini telah saya dan teman-teman alami.",0,0,1
Survei ini dilakukan oleh safecity (Red Dot Foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,1,1
beberapa anak laki-laki mencoba menyentuh saya dan teman saya di jalan.,0,0,1
Pencahayaan buruk di stasiun kereta mankhurd,1,0,0
itu terjadi pada teman saya di taman DDA pada sore hari. dia pulang dari sekolah setelah ujian ketika 34 anak laki-laki di sekitarnya mulai bersiul dan mengomentarinya. mereka mengatakan kepadanya bahwa mereka akan kembali pada malam hari dan membawanya pergi,1,0,0
Sekelompok anak kelas 8 mulai membuat suara tidak senonoh ketika sekelompok gadis timur laut lewat. Itu terjadi di malam hari.,0,0,0
Dilecehkan secara seksual di malam hari.,0,0,1
"Pada sore hari, sebuah mobil mulai mengikuti saya, ketika saya bepergian dengan riskshaw untuk pulang, mereka tidak berhenti sampai saya tiba di rumah.",1,0,0
Usia 16 tahun Jenis pelecehan Mengambil gambar pada 28 Maret 2016 di Agling (Leh) (malam) CatcallsWistles di Skalzangling dan pasar Leh pada tahun 2016 (siang hari) Mengomentari sekolah di Leh (siang hari) Undangan seksual di pasar Leh (siang hari) Lainnya meminta nomor telepon (malam),1,0,0
Kejadian ini terjadi pada sore hari di Taman Umum Dilshad Garden. Duduk di bangku sebelah saya dia mulai membuka ritsleting celananya dan saya langsung lari dari tempat itu.,0,0,0
berikut,0,0,0
seorang pria setengah baya mencoba menyentuh di mana-mana seorang gadis kecil di kursi bus mikro,0,1,1
"Insiden ini terjadi sekitar pukul 330 malam, sekelompok anak laki-laki berkomentar dan menatap seperti bajingan pada seorang gadis.",1,0,0
seorang pembantu rumah untuk tetangga saya hampir diperkosa ketika datang dari pasar tetapi dia melarikan diri,0,0,0
rantai menyambar dan menggoda,0,0,0
"Berkomentar, catcall, peluit, menyentuh",1,1,1
sekelompok anak laki-laki memotret saya dan mencoba menyentuh saya di halte bus.,0,0,0
Seorang guru yang dikenal sebagai Guru Mark mencemari seorang murid yang memberinya sebuah buku untuk dinilai. Anak itu melaporkan melalui kotak bicara,0,0,0
"kami mengadakan pesta di tempat kerja kami pada hari jumat, saya terlambat untuk pulang jadi ketika saya turun di panggung makina, saya mengambil sepeda motor untuk mengantar saya pulang. Alih-alih membawa saya pulang, pengemudi sepeda motor membawa saya ke temannya di mana mereka bermaksud untuk memperkosa saya, saya meminta bantuan dan dalam proses berjuang mereka merobek pakaian saya dan melarikan diri.",1,0,1
seorang gadis kecil berusia sekitar 5 tahun dipukuli oleh seorang pria dengan tongkat tebal di dekat kamla nehru,0,0,0
"Salah satu penjaga toko, dengan dalih menunjukkan tas yang saya minati, terus menyentuh payudara saya. Awalnya saya pikir itu kebetulan, tetapi dalam beberapa detik saya menyadari itu disengaja. Aku segera berbalik untuk pergi dan dia terus meminta ku quotKyu madam, acha nahi laga? Quot sambil tersenyum menjijikkan. Saya sendirian di toko dan teman-teman saya di toko lain. Saya sangat marah, saya bahkan tidak bisa mengucapkan kalimat yang masuk akal. Saya berteriak padanya dan pergi saat dia tersenyum seolah dia tidak melakukan kesalahan dan seolah-olah dia telah melakukan itu setiap hari.",0,1,1
Saya berada di metro dan ada seorang pria yang mencoba menyentuh saya dengan cara yang tidak pantas,0,0,1
"Kejadian ini terjadi pada tanggal 15 September 2013 sekitar jam 830 malam, ada teman-teman yang datang dan beberapa orang mulai berkomentar.",1,0,0
"Saya menghadapi pelecehan seksual verbal dan non verbal di perguruan tinggi, dalam perjalanan ke rumah dan lain-lain",0,0,0
Ingin fisik di metro,0,0,1
"Saat itu saat festival jalanan di boudha, jalanan sangat ramai dan saya diganggu.",0,0,0
Sekelompok orang yang duduk di dalam mobil mengikuti becak dan mencoba berbicara dengan gadis-gadis yang duduk di becak dan memberikan komentar keras.,1,0,0
Seorang pria secara acak menyentuh payudara saya saat saya berjalan di pinggir jalan.,0,1,1
"kami telah pergi ke kamp NSS selama 7 hari. kami biasa bepergian ke sekolah di pagi hari dan setiap hari menemukan beberapa bengalis buzy dengan ponsel mereka. pada hari saat berjalan, beberapa gadis memperhatikan bahwa mereka mengambil foto kami. kami mengadu kepada pihak berwenang. mereka pergi untuk berbicara dengan mereka, kemudian berkumpul di depan umum, telepon mereka diperiksa dan mereka mengaku bahwa mereka mengambil foto kaki kami, bagian dada dll. mereka mulai memukuli orang-orang itu dan kemudian kami bahkan mengajukan keluhan di kantor polisi dan telepon mereka ditahan.",0,0,0
"Seseorang di kereta pernah mencoba memeluk saya. Karena ada banyak orang, saya tidak bisa tidak mengubah tempat dari tempat saya berdiri.",0,0,1
"Seorang gadis dilecehkan secara seksual di selatan yang kotor pada malam hari, terjadi ketika saya berada di kamar saya, korban terluka parah dan dibawa ke rumah sakit oleh beberapa orang baik hati yang keluar pada saat itu.",0,0,0
"kurangnya alat angkut, penerangan jalan yang tidak tepat",0,0,0
berperilaku buruk,0,1,1
Saya diikuti di metro,0,0,0
seorang gadis diejek dan beberapa anak laki-laki mengomentarinya ketika dia berangkat kerja.,1,0,0
anak laki-laki mencoba menyentuh seorang gadis di bus umum.,0,0,1
Saya sedang menunggu metro dan seorang pria yang berdiri di belakang saya berkomentar dan menatap saya.,1,0,0
Beberapa gadis mengikuti saya dari halte bus ke rumah berkomentar bahwa mereka mengenal saya tetapi saya sama sekali tidak dikenal tentang mereka. mereka memberikan komentar buruk karena saya sendirian dan tidak bisa melawan.,1,0,0
Saya bepergian di mikro. Seseorang sedang mencoba menyentuh seorang gadis.,0,0,1
"Dipukul dan dirampas semuanya termasuk buku oleh ibu, ditolak makan, diusir ibu",0,0,0
Undangan seksual amp yang dilecehkan secara fisik.,1,1,1
KITA PERLU PERGI UNTUK MRI SCAN DENGAN RELATIF DI RUMAH SAKIT UPSANA DAN SAYA PERLU MENGUBAH PAKAIAN SAYA. ORANG INI MEMBUKA PINTU KE MRI SCAN SAYA DAN SAYA ADALAH ORANG SAKIT. PINTU DITUTUP TETAPI LUPA KUNCI. DIA MEMBUKANYA DENGAN TUJUAN DENGAN SATU ORANG LAMA YANG BERDIRI DI DEKATNYA DIISI DENGAN CROWD! !,0,0,0
"Suatu kali saya pergi berbelanja dengan teman saya di mal boudhha dan ada sekelompok pria. saya tidak tahu tentang anak laki-laki itu. seorang anak laki-laki hanya menatapku, menatapku dan membuatku merasa tidak aman dan takut. kemudian dia mulai menunjukkan beberapa ekspresi wajah dengan mengedipkan mata dan semuanya. saya merasa tidak berdaya",1,1,0
"ketika saya sedang berjalan melalui jalan, beberapa anak laki-laki 45 berada di samping saya dan mereka mulai menandatangani dan bersiul pada saya dan kemudian mereka tertawa dan berkomentar",1,0,0
dirawat dengan buruk,0,1,0
saya kembali dari kepelatihan ketika seorang anak laki-laki menguntit saya.,0,0,0
itu sangat buruk.,1,0,0
eve menggoda di bus di pagi hari,0,0,1
"Seorang siswa dalam perjalanan ke sekolah memutuskan untuk mengambil jalan pintas agar bisa sampai ke sekolah lebih awal. Dalam perjalanannya beberapa anak laki-laki jalanan menyerang dan menyeretnya ke dalam semak di mana dia diperkosa secara serius oleh tiga anak laki-laki. Dia tidur di sana tanpa daya ketika orang yang lewat melihat buku-bukunya , menelusuri dan menemukannya terbaring di sana tanpa daya.",0,0,1
Ketika saya akan pulang dari sekolah saya melihat beberapa gadis diejek oleh anak laki-laki dan anak perempuan merasa sangat tidak nyaman,1,1,0
Berseru dan mengomentari.,1,1,1
Kami rombongan kami bertiga kembali dengan mengunjungi biara terkenal gumba putih dengan kendaraan umum dua anak laki-laki mengikuti kami dari tempat itu ke gongabu.,0,0,0
"Pada pagi hari, saya dikomentari.",1,0,0
"Saya pernah menghadiri pesta yang kebetulan selesai sekitar jam 1 pagi. Saya bisa menemukan becak untuk pulang ke rumah. Saya sudah sadar untuk bepergian sendirian tetapi saya lebih takut ketika becak itu kebetulan terlihat mabuk. Dia mengemudi terlalu cepat meskipun sudah diperingatkan. Dan kemudian ketika saya memintanya untuk berhenti, dia terus mengemudi di depan. Ketika saya berteriak dan memberitahunya dengan agresif, dia berhenti di tempat saya turun dan berlari dengan cepat bahkan tanpa membayar kepadanya. Kejadian ini sangat membekas dalam diri saya.",1,1,0
"Saya sering bepergian dengan kereta lokal Mumbai, seperti kebanyakan wanita Mumbai. Saya naik kereta jalur pelabuhan, yang berangkat dari Mahim ke CST. Saya sudah sering melihat setelah jam 8 malam kereta kosong, dan tidak ada petugas RPF. Kereta api harus memperhatikan peningkatan keamanan di rute-rute ini.",0,0,0
"Ada banyak komentar, salah satunya adalah quotchamak challoquot saat saya keluar pada siang hari.",1,0,0
Seorang pria menarik rok saya dan lari ketika saya berteriak.,0,0,1
"Dua anak laki-laki, yang diduga mahasiswa, mengikuti sekelompok gadis untuk sementara waktu, bersiul beberapa kali dan pergi. Mereka dengan sepeda motor.",0,0,0
"itu adalah pengalaman yang menakutkan. 2 orang menguntit dan memberikan komentar, saya mengambil otomatis. pada malam hari.",0,0,0
Anak laki-laki terus mengikuti saya sampai saya mencapai stasiun metro. Dia memberikan komentar dan juga memukul saya dengan tangannya.,1,1,1
"Mengambil gambar, Whistles, Commenting, Stalking",1,0,0
hanya sedikit orang yang melakukannya.,1,0,0
"Seorang wanita mengundang saya ke kamarnya, tentu saja kami adalah tetangga, ketika saya masuk dia telanjang dan mengundang saya untuk berhubungan seks.",0,0,0
"Saya dihentikan oleh seorang pria di jalan, dia mencoba menyentuh payudara saya",0,0,1
berkomentar tidak senonoh hampir setiap hari,1,0,0
ketika saya pergi ke kuil seorang pria datang dan mendorong saya ..,0,0,1
guru mengalahkan murid,0,0,0
"Setelah bekerja teman saya pulang ke rumah, di jalan itu ada beberapa anak laki-laki. Saat itu malam dan teman saya sendirian beberapa anak laki-laki mulai menggodanya dan bersiul dan dia merasa tidak nyaman dan melarikan diri.",1,0,0
Seorang anak laki-laki meraih tangan saya,0,0,1
beberapa anak laki-laki mencoba untuk menyentuh seorang gadis dan mengomentari kata-kata buruk padanya,1,1,0
"Ketika saya bepergian dengan bus kami mendengar seorang gadis berteriak ketika semua orang melihat ke belakang dia menampar anak laki-laki itu, dia berkata bahwa dia menyentuh pahanya tanpa persetujuannya. Semua orang menatap mereka dan ketika masalah menjadi serius mereka mendekati polisi di Chakrapath.",0,0,1
Saya memiliki sekitar 56 pelecehan seksual selama waktu kantor.,0,0,1
beberapa orang mengendarai sepeda dan tidak mengizinkan kami lewat,1,1,0
"Insiden ini terjadi hanya tiga bulan yang lalu ketika seorang pria membawa seorang gadis ke Tiko, hanya untuk melakukan pelecehan seksual padanya. Pria itu tidak tahu ada tubuh di sekitar mereka, baik dia maupun gadis itu. Seperti cerita yang diceritakan, orang yang lewat mendengar seorang gadis berteriak di dalam kendaraan dan saat pergi ke sana, mereka melihat pria ini memaksakan dirinya pada gadis itu. Mereka membuka pintu dan pria itu lolos. Saat menanyakan siapa pria itu kepada gadis itu, tanggapannya adalah dia bahkan tidak tahu mereka pria.",0,0,1
"di taman, pembunuhan terjadi karena pencurian dan perampasan rantai. taman tidak aman bagi manusia.",1,0,0
seseorang yang sangat terkenal sebagai pekerja sosial terkenal di komunitas ini menulis pesan kepada saya setiap hari di kotak masuk fb dan mengatakan dia mencintaiku dan memberikan isyarat yang berbeda,1,0,0
di malam hari mereka mencoba untuk menyentuh saya dan juga untuk mencium saya,0,0,1
gangguan,0,1,1
Gangguan,1,0,0
Pacar teman saya mencoba menyentuh bagian pribadinya.,0,1,0
Saya memakai baju merah untuk pergi ke rumah teman saya. Seorang anak laki-laki menyanyikan lagu yang mengatakan bahwa gaun merah terlihat bagus untukku.,1,0,0
Ada beberapa pria yang menatap saya dan penerangan jalan buruk,0,0,0
Ogling / Ekspresi Wajah.,0,1,0
saya kembali dari bazar shukar di malam hari. seorang pria mulai mengikuti saya dan bersiul sambil berjalan. Saya mengabaikannya dan dengan cepat kembali ke rumah ke tempat yang aman. Saya merasa takut keluar sendirian,0,0,0
"Di taman, kampus terdekat, orang biasa melakukan pelecehan seksual. Itu terjadi setiap saat.",0,1,0
Melihat seorang pria mengambil foto dan menyentuh di metro di malam hari.,0,0,1
beberapa anak laki-laki di perguruan tinggi mengambil foto saya dan kemudian menjadikannya viral di sekitar kelompok anak laki-laki perguruan tinggi. Saya mengetahui dari teman saya tentang ini dan sebenarnya anak laki-laki itu menyukai saya. tetapi saya sangat takut tahun.,0,0,0
sekelompok anak laki-laki mulai berkomentar dan kemudian salah satu dari mereka memberi tahu foto kami. jadi kami semua berteriak dan orang-orang berkumpul dan mengambil teleponnya.,1,0,0
"Dua kejadian terpisah, yang pertama, yang terjadi tadi malam pada jam 5.30 ryt di sebelah kuil, (untuk menunjukkan bahwa ini bukan daerah yang sepi) 2 pemuda dengan sepeda mencoba meraih rantai wanita, mereka gagal .. jadi mereka melanjutkan , berbalik dan kembali n menyambar tasnya dan lolos .. Contoh kedua jalan yang sama hanya di sekitar sudut (beberapa meter di depan) laptop direnggut dari seorang anak muda ..",0,0,0
terjadi di dekat institut IAS sreeram,0,0,0
guru memukuli siswa,0,0,0
beberapa kelompok pria dari kelas kepelatihan saya biasa menanyakan nomor telepon saya.,1,0,0
anak laki-laki itu mencoba merebut gadis itu saat dia bepergian.,1,0,0
teman saya sedang melewati area mashimoni dan pria yang biasanya duduk di kios dekat cermin mengunyah kereta api sedang bersiul dan bersiul padanya,0,0,0
itu sangat buruk.,0,0,0
"Pada malam hari, saat bepergian, mereka bersiul dan menatap saya dari ujung kepala sampai ujung kaki.",0,1,0
Dilecehkan di sore hari,0,0,0
foto foto,0,0,0
"Di perguruan tinggi saya (Samarth College), saya dipandangi",0,1,0
"Saya sedang menuju kantor pada sore hari. Seorang pria yang berjalan dari arah berlawanan berjalan ke arah saya dan dia memberikan komentar bernuansa seksual yang sangat kotor, saya segera bereaksi dan berteriak padanya. Dia membantah dan datang untuk memukul saya, saya mendorongnya ke belakang dan pergi. Hanya ada sedikit penumpang di sekitar, tetapi tidak satupun dari mereka yang turun tangan atau menawarkan bantuan. Saya coba cari polisi / penjaga rumah, tapi tidak ada satupun.",0,0,1
gadis lain biasanya diganggu oleh anak laki-laki di sekitar rea karena dia meninggalkan sekolah dan diusir oleh ibunya. Diduga gadis itu tidur dengan anak laki-laki ini untuk meminta bantuan.,0,0,0
Ketika saya di sekolah ada satu anak laki-laki yang selalu mengarahkan saya amp setiap kali saya pergi ke suatu tempat dia selalu mengikuti saya apakah itu tusi saya amp jalan saya setiap saat sepanjang hari,1,1,0
seorang anak laki-laki mengambil foto saya dan mengomentari saya jika tidak perlu,1,1,0
saya tersentuh tidak pantas,1,1,0
"Tiga tahun yang lalu ketika teman saya dan saya bepergian dengan bus TERBAIK dari stasiun Dadar, seorang pria datang dan duduk di depan teman saya. Pertama, dia menatapnya untuk waktu yang lama dan kemudian memperlihatkan bagian pribadinya padanya. Merasa tidak nyaman, teman saya bangkit dan pergi ke tempat lain untuk berdiri.",0,1,0
seorang pria sedang menjual sari di lampu merah. Saya menolak untuk membelinya jadi dengan memanggil saya 'chashmish' dia menghilang dari pandangan di malam hari.,1,0,0
Komentar acak tentang perempuan,1,0,0
dia mencoba memaksaku untuk menciumnya,0,0,0
"saat kami berjalan pulang dengan teman saya, sekelompok anak laki-laki mulai menelepon kami dan kami mengabaikan mereka. Mereka kemudian mulai mengejar kami, mereka terus menerus melecehkan kami",1,0,0
Menguntit dan membuat orang merasa tidak nyaman,0,0,0
pembunuhan,0,0,0
Beberapa anak laki-laki di depan pintu Shadee Ent ini adalah toko tempat mereka menjual CD. Mereka mengomentari gadis-gadis yang lewat atau berjalan di sepanjang jalan itu.,1,0,0
perampasan rantai,0,0,0
Saya sedang berjalan ke sekolah ketika seorang pria menawarkan untuk membayar ongkos bus sambil membuat ekspresi wajah ke arah saya.,0,1,0
"anak laki-laki di sisi jalan d berkata ""chalti h ky"". Saya tidak ada hubungannya sehingga merasa aman saya mengambil otomatis dan pindah.",0,0,0
"Om Sai Beach Huts tidak aman untuk pelancong tunggal wanita. Ketika pemiliknya, Gaurav Bhagat, sedang mabuk, dia mengatakan kepada saya bahwa dia dan stafnya sedang mengawasi saya untuk melihat apakah saya sedang tidur dengan teman saya. (yang ada di sana dan tinggal di kamar terpisah) Dan bahwa dia memanggil mereka untuk memeriksa apa yang kami lakukan, dan bahwa SELURUH STAF memberinya informasi tentang aktivitas dan keberadaan saya. Yang paling menggangguku adalah BUKANLAH dia memukulku pada akhirnya tetapi dia dan stafmu memperhatikanku dan mereka melaporkan kepadamu apa yang aku lakukan. Itu tidak membuat saya merasa aman, pada kenyataannya, karena ini saya memiliki banyak keraguan tentang keamanan tempat itu secara keseluruhan. Pondok dan kamar mandi memiliki lubang di dinding sehingga orang bisa melihat ke dalam. Saya mengabaikan mereka, tetapi sekarang saya ragu ada seseorang yang memperhatikan saya saat saya tidur dan berganti pakaian dan hal-hal lain yang membutuhkan privasi. Saya tidak bisa merekomendasikan tempat ini kepada siapa pun yang tahu apa yang dia katakan kepada saya.",0,0,0
itu sangat buruk.,1,1,0
Saya mengenal seseorang yang dilecehkan secara seksual oleh manajer pelaporannya dan akhirnya dia keluar dari organisasi karena tidak ada tindakan nyata yang diambil oleh manajemen senior.,0,0,0
Ini dimulai begitu saya keluar dari rumah. Sepatu pantofel ini akan mencoba untuk berjalan dekat dengan Anda dan menggumamkan sesuatu dengan pelan atau akan mengatakan sesuatu tentang betapa cantiknya penampilan Anda. Beberapa upaya untuk membalas tidak membantu. Orang-orang di sekitar tidak ikut campur karena hanya menjadi sarana hiburan belaka bagi mereka.,1,1,0
Banyak remaja usai minum-minum di daerah pegunungan yang membuang botolnya ke sana sehingga menyulitkan perempuan dan anak-anak yang mengambil kayu dari hutan karena gelas dari botol tersebut menyebabkan luka di kaki mereka.,0,0,0
Orang-orang berfoto saat kita berdiri sebentar di area ini menunggu beberapa teman,0,0,0
lima anak laki-laki menyambar rantai seorang gadis dan melarikan diri,0,0,0
Di sini para gadis terkejut. Mari kita beri komentar.,1,0,1
"Saya disentuh oleh seorang lelaki tua yang duduk di sebelah saya di dalam bus mikro. ketika saya keluar dari bus untuk kuliah, lelaki tua itu menyentuh bagian bawah saya. setiap orang telah melihat siapa yang ada di sana tetapi tidak ada yang berbicara sedikit pun.",1,1,0
pelecehan fisik saat bepergian dengan kendaraan umum.,1,0,0
Itu terjadi di dekat jalan Select City. Siswa sekolah membuat para gadis jengkel dengan menanyakan nomor telepon mereka.,1,0,0
